date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:54:56	81417/81417	---M-Z	200	added ('OK')	text/html	etag:%2213e09-685d38d5-58aee0c21d19c4;gz%22	https://html.aqlova.com/agntix-prv/agntix/checkout.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/checkout.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:57	78677/78677	---M-Z	200	added ('OK')	text/html	etag:%2213355-685d38d5-a5da0db82ea21b34;gz%22	https://html.aqlova.com/agntix-prv/agntix/wishlist.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/wishlist.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:57	71684/71684	---M-Z	200	added ('OK')	text/html	etag:%2211804-685d38d5-7b8c8b80512c536e;gz%22	https://html.aqlova.com/agntix-prv/agntix/login.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/login.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:57	58063/58063	---M-Z	200	added ('OK')	text/html	etag:%22e2cf-685d38d5-ebb1cc69c11f792a;gz%22	https://html.aqlova.com/agntix-prv/agntix/contact-me-light.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/contact-me-light.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:57	71616/71616	---M-Z	200	added ('OK')	text/html	etag:%22117c0-685d38d5-f6299ed6e18bc19e;gz%22	https://html.aqlova.com/agntix-prv/agntix/contact-us-light.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/contact-us-light.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:58	82518/82518	---M-Z	200	added ('OK')	text/html	etag:%2214256-685d38d5-fe612607f2347fe2;gz%22	https://html.aqlova.com/agntix-prv/agntix/contact.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/contact.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:58	28521/28521	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:56%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-bg.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-bg.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:58	11789/11789	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:54:57%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/avater.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/avater.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:58	35941/35941	---M-Z	200	added ('OK')	text/html	etag:%228c65-685d38d5-b43bd32aad453088;gz%22	https://html.aqlova.com/agntix-prv/agntix/portfolio-details-creative-slider-light.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/portfolio-details-creative-slider-light.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:59	12472/12472	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:57%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:59	9458/9458	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:57%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:59	21614/21614	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:54:58%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-3.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-3.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:54:59	9014/9014	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:58%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-4.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-4.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:00	8767/8767	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:58%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-5.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-5.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:00	8503/8503	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:58%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-6.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-6.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:00	8320/8320	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:59%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-7.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/hero/hero-7.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:00	48870/48870	---M-Z	200	added ('OK')	text/html	etag:%22bee6-685d38d2-9a13e8263a4a72ad;gz%22	https://html.aqlova.com/agntix-prv/agntix/about-modern-light.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/about-modern-light.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:01	53132/53132	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:59%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:01	123519/123519	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:54:59%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:01	84572/84572	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:55:00%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-3.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:01	117661/117661	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:55:00%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-4.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/portfolio/portfolio-4.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:02	51248/51248	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:55:00%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-1.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-1.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:02	62993/62993	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:55:00%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-3.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-3.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:02	47695/47695	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:55:00%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-2.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-2.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:02	81282/81282	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:55:01%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-4.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/text-slider/shape-4.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:03	3720/3720	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:55:01%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/about-us/about-us/brand/icon-1.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/about-us/about-us/brand/icon-1.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:03	392511/392511	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:55:01%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-02/project/project-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-02/project/project-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
08:55:03	3239/3239	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:55:01%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/about-us/about-us/brand/icon-2.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/about-us/about-us/brand/icon-2.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-studio-light.html)
